user_id," ""artistname"""," ""trackname"""," ""playlistname"""
d49c0fdadc701f66d10aec118604f4b7,Jack Kerouac,Sounds of the Universe Coming in My Window - with Steve Allen,word
8b77e77b5699d948cb7bd415b55f94e9,Queen,One Vision,The Music of My Life
24b496052cd45227296451779c23734a,The Script,Breakeven,Soloq
eee43c9410f2d6c9cc36019218c7d607,Pink Floyd,Burning Bridges - 2011 Remastered Version,Floyd
deb0107cb9407fe7ff8e7e2afb59569a,Norah Jones,It's Gonna Be,Albums
57efe6d29b92d6dbe619d4bbe8d72c13,Pink Floyd,Shine On You Crazy Diamond (Parts 1 - 5) [Edit] (2011 - Remaster),Starred
0169a7c270e7431ec20f65b26ccb4a7a,Elton Dean Quintet,Oasis,ecm
2d7274d756c2422d260a7dccac6c9afa,Swedish House Mafia,Miami 2 Ibiza - (Swedish House Mafia vs. Tinie Tempah),Jemma playlist
74860e480aa8f87d8864a1ff0a94f45f,George McCrae,I Get Lifted,funkadelic soul
1ba47c0c9d49d911e86cc0d666402246,Nicki Minaj,Va Va Voom,Pump Up
28e49c9000bb6b068b21a47c658fcf8a,CDM Project,Time After Time,Hyvii levyjä
d9306a526f8f7816f228c3aab096b5af,Dick Dale,Miserlou,lördag i juli på CC
99deafd9b792af8e6a535483088faef2,The Soft Pack,Tallboy,All Spotify Stuff Vol 2
b4539b2f45bec9c231a228a11848a71f,Young the Giant,Every Little Thing,Young the Giant - Young the Giant
8ab27bab08027b21d4b48580e9bb0e58,Lou Bega,Mambo No. 5,Cool Classics
6584c1b0dc5d2bdf6bfe8224a478d2f2,Rush,Ghost Rider,Rush/other rock
76604238bf5d221de438f8c8f85174ba,Maxxo,Mother Nature,Reggae i Ska
5711b8cd3a6219fe01728cd9b97be46c,Iron & Wine,Boy With a Coin,Iron & Wine
0db035cbff338d683c1a695027d8dad9,Demet Akalın,Giderli Şarkılar,2013 Primavera
567efe2a7fe0258f29d545f74e5774c3,Vitamin String Quartet,NJ Falls Into the Atlantic,Starred
198658d69e570752f625226304799dee,Konshens,Only Jah,Konshens - Mental Maintenance
c365c5af8356bf1ddff3a2b743a9d44d,Weezer,Undone -- The Sweater Song,emo/angst/etc.
e3a6e5dcdf64fac5651648c013c263df,Digitalism,Reeperbahn,"Digitalism – I Love You, Dude"
ce7828c4359cd8adb4e83e860dd79b39,Phoenix,Trying to Be Cool,Summer
13c6af95ad289973e6a90fe1303ba6cb,Childish Gambino,III. Urn,Childish Gambino – Because The Internet
27a5b671ad50bec355d9da26ecc07001,Nelly Furtado,Shit On The Radio (Remember The Days) - Dan The Automator Mix Version,Starred
10e5fe6f9c4b7f35e4bdb624df665d98,Sideview,Tetris,Gamers Only
7858c18fb7c7dca3f7a0a7af6dd9d350,Barenaked Ladies,Helicopters,i like.
2591a23d8245cb502d4fb73cbb98665c,DOM KENNEDY,8. Choose Up,car
13f2dd39302f54f4b0a645205c65e419,K-OS,Crabbuckit,Boxing
6752faf971cd451d87b270621979e2d5,Christina Perri,one night,wt sorted by decreasing energy
c15e1e38caa7ef41e1042ff87c8b643c,Iaies Adrian Trio,Cafetin De Buenos Aires,videoStore
e33f0c4ea274ca137af82d9040033a1e,Friends,I'm His Girl,Once You Indie Pop You Can't Stop
7ee2b92c5bcf6133b8132363e5bda960,John Luther Adams,Four Thousand Holes,ORCHESTAL MUSIC EVERYWHERE II
3dfedb08308a41634294b348da8499f3,Kendrick Lamar,F*ck Your Ethnicity,Villain Chillin
93371db8999bd0d3586e16c9a671e1b6,Craig Armstrong,Finding Beauty,Celuloide
4fe4a15f91a6ac37af77dfee99e11957,Fleetwood Mac,Tusk,I Love the 80s
c0b9abdacf9aa623ed420b5386e450c8,Pearl Jam,In My Tree,oaster Jelly
82db2536b0c6580d73f5a614910250e8,Oasis,Morning Glory - Remastered,Oasis – (What's The Story) Morning Glory? (Remastered) [Deluxe Version]
b9981c65caf6c9b7b4bcbe0dbf79049b,La Roux,In For The Kill,Run
0666c52e3ab250fafe30f40512480b18,Max Elto,Daniel - S-Man Club Mix,CLUB / underground
379eeb6aab6a7291c45b98903593be72,Samae Koskinen,"Hän, jolla on kaikki",2011 Rolling List - Part 1
871061878dd915912fa2b13886195663,Nero,Promises,Nero – Welcome Reality +
63a104c619db7621d3258678842d37c0,Nomis,Alegria Granja (Original Mix) - Original Mix,SummerTime!
e60c82a92beb6864ab9ce2598ff2ac95,New Order,Ultraviolence,New Order
8873e03b8622c5354a7600591a7adfde,Best Coast,Dreaming My Life Away,Alternative
7f63fb5ca01048f6b0b15d0841f9c926,Foals,Cassius,Prendido
1de620c4341695a556da3fd4f03293e9,Com Truise,Ether Drift,Future Disco
cf87cc340888564f82dbf75d30f1befd,Purity Ring,Grandloves (feat. Young Magic),Moodagent - Bruk Out - Buraka Som Sistema Mix by Major Lazer 17 4 2013
56e867ec7ae688f3c081eaca1d6e8e7a,Pink Floyd,"Another Brick In The Wall, Pt. 1 (The Wall Work In Progress Pt. 1, 1979) [Programme 2] [Band Demo] - 2011 - Remaster",Pink Floyd
125d4fd6df0c14a7384a35c03781f47f,Damien Rice,The Greatest Bastard,Noviembre Dulce
2a8ef1e7d5cd0d84675de6ed803f49e3,Toro Y Moi,The Flight,april 2015
59da153daeb17c50976d4e5239c416a8,"Weird Al"" Yankovic""","White & Nerdy (Parody of Ridin'"" by Chamillionaire featuring Krayzie Bone)""",musik
01fa3775334ef64669657a60a77f878e,Radiohead,You,Mexico
8c13829fe6af09f5c7bcc492ef061c17,Yonder Mountain String Band,Death Trip,Starred
cb6b2c0599ad2aefdfa227b0f62c553a,UNKLE,Lonely Soul,Rubber Parts Down. Shiny Parts Up.
6edaace9e526fb2f47ab7bed981ec1d1,The Mighty Mighty Bosstones,Let Me Be,Ska
5447ed10c8c1dd351f4f1aa6027a2f66,Scar Symmetry,Sculpture Void,Metal
bff575d40ef1096489031ba72ad49c1d,How To Dress Well,Running Back,Sept 2012
df2bb65a3c5b30d2acd3d09d56dbb35b,The Lumineers,Slow It Down,folkpop
1039e5bfd726bb324ce7f5ea2d0d6fc4,The Herbaliser,Blackwater Drive,Albums 1
153ada9b38897fa07d6b4ecec057794f,Misfits,Wolfs Blood - Fox Studio 1983,Misfits - Collection
a0a2a49806e13eb3eb9a9157a9a4a5b8,Crash Test Dummies,And It’s Beautiful,Otras lenguas
853c7d22d041015dbc3b248194331e50,Lady Gaga,Bad Kids,Pop / Dance
f08acb236bc2b41d1d1766ce6531eed7,Dubba Jonny,Home - Original Mix,Starred
fa849dabeb14a2800ad5130907fc5018,Louis Armstrong,Can Anyone Explain?,Jazz-2
b68233d97a575a6ee64ee2907dc95407,Slayer,Mandatory Suicide,Rock'n'yeah
1517a000397bdc3a7aad65339929caad,Dark night of the Soul,Everytime I'm with you,On-The-Go 2
ffbb9a77bfd698a323032f2ab7ef3bf5,M83,OK Pal,"M83 - Hurry Up, We're Dreaming"
0730c27e8ab43d37eadda928e3b3358a,CHVRCHES,You Caught The Light,Liste der Listen 2013 - Die besten Alben des Jahres
957f41183dca65713f3fddc456f10d0c,Ween,Falling Out,Starred
61baddf7207fea410abdc56e680fa869,Bob Seger,Fire Lake,Pop
ea9c63678f5b2730278bbdd6de97a0e2,Justin Timberlake,Señorita,Laura 35
4398de6902abde3351347b048fcdc287,Lana Del Rey,Blue Jeans (RAC Mix),Library & Streams (Part 9)
55b168988f2021b68e8293bcf2a77918,Vampire Weekend,A-Punk (Album),Tam_Tami
55b8a84507731cf8be9c13302ce6cbb9,Chevelle,Well Enough Alone,Starred
59a379ecda414459c5ead902ff1ea04e,Ozzy Osbourne,Perry Mason,Ozzy Osbourne – Essential Ozzy Osbourne 3.0
760e3604f98d396d78125aa1db0df215,Westlife,Flying Without Wings,Favoritas de la radio
4742f23bf33e0db4a287f10f80cf1aa3,Daniel Darc,"Je Me Souviens, Je Me Rappelle",Liste spotify 2000-2010
f22bd052a1c408b31cbf2b2b735c1b1e,James Blake,Take A Fall For Me,Siestecitas
d31e1b351444f70c824b09b11a60cb2b,Lewis Black,Farmville,Comedians
53299a82367530ea6bd05417ede51d42,The Bluetones,Slight Return,The Bluetones
deb505ddd9cc64080d64ed45b7f02d5e,Travie McCoy,Billionaire - feat. Bruno Mars,2000s
10ade5dfb313da86d3caaf1d206fb702,Solander,Generations Lost,Way Out West 2012 - Lineup
3c4d9cf0d5c2e3d8b0595da950bfecfd,Jimi Hendrix,Purple Haze,-60's
acb6836b10dd81dd551f18daa9aa754a,Jennifer Lopez,On The Floor,Starred
3be20bccdbb1a85d6a658db44cbd36b6,Cuban Boys,Mosaico,los tres hernandez
24234268ddbbd4421d00b0edeab1c77d,Sergio Dalma,Yo no te pido la luna,Spanish
4398de6902abde3351347b048fcdc287,Lights & Motion,Solaris,Library & Streams (Part 22)
df7089a1d3d63c4a94c17f51695de5f5,תיסלם,Kohavim (Girsa Aruka),Music
ec6a9abc7a818b0c00788add9ec69c58,Johnnie Taylor,Standing In For Jody - Single Version,Stax
6863084e5600ab4d3e450c05bb2276a9,Cartel De Santa,Todas Mueren por Mí,ViveLatino2015
ff01be1a8bfc1ccee86386b19c99edc6,Hillsong,Beautiful Exchange,AFTERMATH-BEAUTIFUL
32b524ed367b1e5a714228fbec80849d,Kamui,Exceed - Kamui Mix,JB - Harder House
a269d6d18b4a2278e109c77984d5d69a,Peter Visti,Illusions in a Twisted Mind,bang bang
a6a402bc92bdf0845dca3659ccc38589,The Rolling Stones,I Wanna Be Your Man - (Original Single Mono Version),Aquella de los Beatles sin temas de los Beatles - Amelika
cee37f42902c86aa50452e188e22d6dc,Hot Hot Heat,Goodnight Goodnight,School of Rock 
f6a06ca89cbf4d6cd22bfce61cec56ff,JFK (of MSTRKRFT),Towel Swinger,adam-erland backup
026d6352ed28612ba54d3d259c46296a,Naked Lunch,41,Indie Wok on SOUNDROP
ca9bb25fb38a02972a692d35b5608846,Epica,Run for a Fall,Miau!!
4c66313313ae1e352f6a691b522a7329,Pink Floyd,Wish You Were Here - 2011 - Remaster,Starred
8f240c6a1b0d0d95b5b11a91ca4f7ac9,Sonic Youth,Death To Our Friends,Tim's Punk Sh!t
41a882966229719963b528a6f34e5c56,Unknown,Prästens lilla kråka,Gossegrisen
5a63303a7414e6e9a64db86d7b9516e2,Four Year Strong,"Heroes Get Remembered, Legends Never Die",Liked from Radio
93aa892d8c68a46a683d0b76a485fff3,Cesk Freixas,Ovidi,Cesk Freixas
b7ef70e0a2854074363dcaf12ce3aa86,Wisin & Yandel feat. Tony Dize,11 - Sensacion by map144,Recently Played
e09be7a0b3ccacb150e233e310f866e3,Shabazz Palaces,Youlogy,Shabazz Palaces – Black Up
786cc4c50160d1fb7e9d800ba14fcf5a,Don Omar,Dile,Isolda fest
667ad46cd2ed2bbd3c7c3ce0f7153bfd,In Flames,Reflect The Storm,fuck off 
c707f6e9c052509a7f605a74837f35ac,Relaxed Muscle,Tuff It Out,jen
fcc373113f19a43e3b241f825c0a655b,Lars Bartkuhn & His Passion Dance Orchestra,Thought Of You,Music
f2604a69836c94d00fcd11dd602944fc,Yonder Mountain String Band,Track 01,everything
718037f0e3fc772ec4616e5dca986361,Rox,My Baby Left Me,Starred
8598fe5914991977c6509fd686ca1c1a,Stevie Wonder,Sir Duke,Festivitas#2
63e68b3df2202039ee0c1471678d9bee,Lady Gaga,ARTPOP,Starred
f20f9fe6021e194334ca076bc87c2ec6,T.I.,Whatever You Like,get hyped
6c14add0c5651fc0e0691ca57f744569,Daniel Bachman,Pig Iron,Listen Soon?
28517eb9f2e8645c44c0ba276c67dbaa,Kenny Chesney,A Chance,Kenny Chesney
7103e2067d02236b9e23994309f15880,Steve Aoki,Ooh - feat. Rob Roy,My Aoki Party Mix
b8060ae0755f9c5ec66792286193a99c,Jason Derulo,Don't Wanna Go Home,NYE 2012/2013
8187d8cc019fee9c5556f45cc3797a10,The Kooks,Ooh La,the kooks
ea4e429f3b0f04b811ecc3c9df4bbb05,Elvis Costello,Alison,Starred
d6ac2173ac1f91664e66c868af500386,Oasis,Lyla,+(*&^%$#@! Selection
1863bc886c84650798c157f3acb923e7,Caedmon's Call,There Is A Reason,Christian Contemporay
8c8aed0aae95db9ada4701443a9afc2f,Don Diablo,Origins - Original Mix,Değişik
0d4c52de57d38c0c31d37e6bf04f384a,The Neighbourhood,No Grey,Starred
c6d717789f207c554c0eb82425a9c4a7,Muse,Stockholm Syndrome,MUSE
e917ead978acc0533a5107c7dd0af935,Lulu,The Boat That I Row - 2005 - Remaster,Top of the pops
2f1512c183702733284b1329f6566c99,Gallon Drunk,Rev Up - TPA,I said goddam!
613cdfbaecf6add61aae982d760f2172,Capital Cities,Safe and Sound,Passive Indie Warriors V
11ea81ca4d3fd6965af593f63ca3a18d,N Sync,This I Promise You - Radio Edit,*NSYNC
3eb1b39af64d552ba66bc954720e70f3,Black Kids,I'm Not Gonna Teach Your Boyfriend How To Dance With You,Dance
e3c482dcab14b701591099069604fb9f,Mos Def,Climb,Designers Third Leg
6919bc8a0be05d1341ee691c66460bb0,Nao,So Good,Uncanny Vibes
3c4d9cf0d5c2e3d8b0595da950bfecfd,Death Cab For Cutie,You Can Do Better Than Me,-'00s
4398de6902abde3351347b048fcdc287,Raised Fist,Gates,Library & Streams (Part 26)
0adb3d6acf8aed477ed111fa6995835b,Paramore,All I Wanted,rraawwkkk
5c4c01863ee2800cd1926fdb9b46c421,MC Frontalot,Yellow Lasers - Acoustic,Nerdy
87386c55bd6c3f199a989460a65281d7,The Waterboys,Before the World Was Made,DISCOS 2011
8ae00b9beb0cfc249ff4028d29bc4706,Phantogram,Bad Dreams,2014 stuff
f40ea5884326c47123c237ae2518ac0f,Ja Rule,"Extasy (Feat. Tah Murdah, Black Child, Jayo Felony)",Everything
99deafd9b792af8e6a535483088faef2,Big Sean,Stay Down,Spotify Faves B list
45b2aadf20639d5ffcf2808e86c9d05a,DJ Shadow,Intro,DJ Shadow – In Tune And On Time
9b0cb216778138cc481d17dee58a0319,,avicii vs nicky romero - i could be the one (nicktim),Bautizo
0516b841079d56c7f8d425a46f28aaa3,Suicidal Tendencies,Fascist Pig,Punk/Grunge/Stoner Rock
4398de6902abde3351347b048fcdc287,Slim Twig,Altered Ego,Library & Streams (Part 7)
ec0a00c390a7b5cef7f31124cf043b49,El sueño de Morfeo,Nunca Volverá,el sueño de morfeo
9ed1a44b1166f56cd9ad834581090a9c,Niños Mutantes,Amigo,covers
4e2a18e65eb63a2970d4002db3d5a9b6,Roomful Of Blues,He Knows The Rules,Roomful of blues
4398de6902abde3351347b048fcdc287,The Peryls,Notebook,Library & Streams (Part 18)
caac241904801bc587dc1cbe5f2c4ff9,Patrice Rushen,The Funk Won't Let You Down,Spring Groove
d7d48e1d55970b769c04ce63ee2005b5,Gipsy Kings,Lo Mal Y Lo Bien,Gipsy Kings
3f4270e56f7726e02ff3cb4e54ed1e2e,Wampire,Wizard Staff,i love these songs
58090763e8dc3face44b95c09724d27f,Theory Of A Deadman,What Was I Thinking,Theory Of A Deadman – The Truth Is... (Special Edition)
fcf158624a46bd4848f2ca4ae89ff747,Major League,Because Heaven Knows,Good pop punk bands ur welcome
7f30bbcf4a18b1b73ee90f818da489ca,DJ Cam,California Dreamin - Pharoa Black Magic Remix,relax
0ba964f15ee83976e666a22f0962bb54,Michael Nyman,The Heart Asks Pleasure First/The Promise - Edit,CLASSIK
c6769f1d64bc22f68a354ccedbeb5432,Red Hot Chili Peppers,Readymade,iPhone Master
3f27634a1b38377b8d7f806f653dccbe,Lisandro Aristimuño,Quién?,Musica
9fe28ed9a634ebcd180e475657dfed49,Stevie Wonder,Superstition - Single Version,De Zwarte Lijst Aller Tijden
419a6d199e6f0d1dfc72654d64a67e8b,Cat Stevens,Morning Has Broken,Lazify - Ray LaMontagne - Jolene
6e672683e0cfc54c0414a098c1bd9bec,The Vaccines,Under Your Thumb,Indie
b0f587465ad910ef527820ccb1f00043,Lorde,Bravado,Lorde – Pure Heroine
81ee559bc444aec1aa9e3360ea305f1b,Miles Davis,Sid's Ahead,june'14+
af55eabcb413ec256b62ca368eb8be7b,Jarabe De Palo,Duerme Conmigo,I might be wrong...
474546fe0481d2cd17b14a53ad5c2cf6,Basecamp,Smoke Filled Lungs,cinc
c2c30e68129d68ef9e533ff6611d146c,Luis Miguel,Sera que no me amas (Vivo),Recently Added
78c44f1d74d901e9e8a4b8c915e26c63,Morton Gould,Interplay: Gavotte,"Pavane in F-Sharp Minor, Op. 50"
b356dddfa211229a8dd7731f4315be30,Trevor Page,Crazy (for My Babe),Starred
f63cfc40bf823a5f59814e4dc327ddab,The Strokes,What Ever Happened?,2003
e29513294cd6754142a2f1e1bb54975f,Nicki Bluhm and the Gramblers,Till I'm Blue,Starred
129bd2cfb4562831a7a3fbd589188d40,Tom Zé,"Esquerda, Grana e Direita","Brasil, História e Música"
642915ea49739f9d7a2e1b7021ccaac0,Bob Marley & The Wailers,Redemption Song,Mix-Chilled
db937456654d2465292c4daa947c95de,Dragana Mirković,Nemam ja milion sudbina,Narodne
832f238b0f49065904983716b72b4180,David Barrull,Estoy Hecho De Pedacitos De Ti,chill-out
a967d94110b40d32a852f925023e1cea,Bobby Womack,Is This the Thanks I Get,Bobby Womack
c7739a2a4e1ebfc6d8c839ddb78ffb7c,Animal Collective,Water Curses,animal collective
bd8971604863b3e78a73438362e6c8e1,LIGHTS,Slow Down,Lights
bdddacb847b851e6fa9e998a3dfe5171,Cyndi Lauper,Girls Just Want to Have Fun,simchabe's 80
bd24cbf8c0ce1a3944430e196b007d80,Fred Allen,We're You There,Wind Ensemble 2
bcfeefd087dd4aad93703f7c8e32d126,Lynyrd Skynyrd,The Needle And The Spoon,more oldies but goodies
d6ab86e60c62ef7f7c5acf5dc3284b02,Röyksopp,Thank You,Upbeats
2e0feacf5ac4cf2cfa570485d595ec2a,Roxette,It Must Have Been Love,Greatest Power Ballads EVAR
0a5aa3ffc5d786440039cf315c655735,MCFERRDOG,Slimdu's Nu Job,1080p
ff0c5d4b80f060694a8a3180485c56b1,Beady Eye,Standing On The Edge Of The Noise,Beady Eye
13e71c5bb14e1ac813914ff252b50238,Inna,July,4 2 da floor
f88375326131d260b4181b4602c0f7fe,Hillsong Young & Free,Alive (Live),Starred
d98e58f7e700e5b0693ad5a598824651,Edward Sharpe & The Magnetic Zeros,Up From Below,Folk
caac241904801bc587dc1cbe5f2c4ff9,Donald Fagen,Ruby Baby,Emil
47da47915c9498e321bacc6789a70b8c,Fu Manchu,Godzilla,Liked from Radio
295e8b8735f3a1022a1c98227cb47c65,Britney Spears,Toxic,CHUCK Series Soundtrack
724c3404a69cd348433c1d8c871d803d,Mostly Autumn,Dark Before the Dawn,Cambridge Rock Festival
5049849d306d8da5f6f9eac4ff587e52,Misfits,I Got a Right,A machucar
78183b72826fddeec02e854b9f94a31c,Magic!,Rude,PINKPOP
9da9d68e3da2d551591ba8f3337a9e8b,Sonic Youth,No Way,Sonic Youth
fcc373113f19a43e3b241f825c0a655b,The Bangles,Hazy Shade Of Winter,Music
2fa1f93e57cfe2f6c4456e98da54061c,Knuckledust,Unbreakable,BigAssMonkey
7858c18fb7c7dca3f7a0a7af6dd9d350,Foo Fighters,Summer's End,i like.
6f82c20971c521e3290ea711f39ab8eb,The Knocks,Classic (feat. Powers) - Powers Sunset Version,Windows Down
df6d7a3aa454cea42bd4213b3828d0e8,Ozzy Osbourne,Crazy Train,Rolling Stone's 100 Greatest Guitarists of All Time 2
8859ad9c774ccfdcceb0307a588f8df7,Trisha Yearwood,How Do I Live - Songbook Version,My Playlist
7828c8c38a51637339cdb965dc1acc1b,Norma Jean,Blueprints For Future Homes,"10.000 sounds of metal, rock and hard rock"
3592acf05f862647b7c1c3b2e9ccb153,Hey Mercedes,Unorchestrated,Work
77a9770b54f328a53809b1dc6627488f,Iron & Wine,Southern Anthem,Iron & Wine - The Creek Drank The Cradle
46394c13a4bfe06ed28f5eb0efb9cabe,The Shins,New Slang,'coustic
6db8f921204a67a20619af70e4ae6c3c,Kristin Chenoweth,Sing,A Barley-Abbott Christmas
f5dc28b0f6357b367e1016bfcbb6c38f,Sufjan Stevens,Mysteries of the Christmas Mist,Xmas
13e71c5bb14e1ac813914ff252b50238,M.I.A.,BirdFlu,Big Beat
29f84b718a90aad7babfe30009d44e40,Petter,De där,Music by Alex~
d065bd33a27d1bdc6818bb4d28db7802,Beach House,The Hours,Beach House – Bloom
cba242053229db043497e4dd284b025f,David Bowie,Moss Garden - 1999 Remastered Version,Starred
2984c7f6fca419cbdac756fff07634b3,Deafheaven,The Pecan Tree,Best of 2013: Albums
82a869da725305a1402726e88581dc92,Leevi and the leavings,Rakkauden työkalu,Starred
591f336b119cedb587e7eb6cdec2670e,Gloria Trevi,Dr. Psiquiatra,Montse
bf76ec41b8fe30379eacf55e1acd4c01,DJ Master K,Gyal Infront Ah Meh - Ziggy Rankin - Soca mix,SocaHYPE
6c00c36a0a39832444bed9cdc9efecd3,Wau Y Los Arrrghs!!,No Se Cantar,PE2
320a8f45f56a54d9669f260d2413396c,Jethro Tull,Songs From The Wood - Live At Madison Square Garden,Jethro Tull
ca486ae9a9707fc6472d052f0bd058c5,Regarde Les Hommes Tomber,Prelude,helloiamjohn
2ddde98f23d8c6b216d64e3a1893c9d3,Carlinhos Brown,Mixturação,Emil
de215ae94ef3e7edd289b68689cf604d,Ludovico Einaudi,Rose,Classical
d1b12624f32cc6f93e40f2d38994f6aa,Big Star,Feel (Remastered Album Version),Mery
47300b211a76740722648b21a438653a,Café Tacvba,La ingrata,Spanish Party Music
e9cd5d794fa122de70c7714f61a38c0a,Louis Armstrong,Skokiaan (South African Song),best of radio paradise
9c9af51f73c3bf3ac3f50a05bcd4f5d7,Los Payasos Del Circo,Quisiera Ser Tan Alta,Como Me Pica La Nariz
7d8815a8e793f952d6d1deb2b987bd19,Cold War Kids,Miracle Mile,Liked from Radio
4b8cc1dc9487298eb1fa715213eec705,Incubus,Drive,Power
99d844fc6e15c4a2bcc16bd870847856,Mötley Crüe,Bastard,Mötley Crüe
ce7eab9cbb66a49a8b71c751458e8663,Rolands Gosskör,Långt härifrån,Starred
28b6e804eba140f7b2d071f880d87707,Sia,Chandelier,2014 August
ba504f8917ef663c24f3fde34095e037,The Maccabees,Feel To Follow,Para Mua
c943688082716a65120321b4a0b15979,MC Lars & YTCracker,Birth of a Phish,hippity
1dd8fbc36f0e48c0aab19fa3ff181a92,Time Machine,Thinking About You,Starred
5bec076865f710a6314a93765c324633,Reflection Eternal,Love Language,hip-hop
9d0db0d87bf337f734cfa055ea32121f,ODESZA,Memories That You Call (feat. Monsoonsiren),//
00abf74ef96b119cf0052a3d86fd4425,Steve Aoki,Livin' My Love - feat. LMFAO & NERVO,story of my life
13af1238161af701c039ef3c36009d4c,Vitamin String Quartet,You Oughta Know,String Quartet Tribute
08c796491e6381905baa0d2ced70812c,Sigur Rós,Fljótavík,Sigur Rós - Med sud I eyrum vid spilum endalaust
6e672683e0cfc54c0414a098c1bd9bec,Radiohead,Give Up The Ghost,Radiohead – The King Of Limbs
c2d2fed26e858f82fdd8ac2e791cab1f,Vandenberg,Wait,Koiken's Long Plays
0a3e8220005a22ea58217bb2da98b639,The Outlaws,Green Grass & High Tides - Remastered,PendienteDeEscuchar
7581367a98eb30d91c837d260763a883,Donk Boys,I Saw the Sine,House
bc781946c8698232dcb84790c34a7e56,Nirvana,Aneurysm - 1992/Live at Reading,Tunes
6cdb890a9fff57be31b072777350e632,Van Halen,Why Can't This Be Love,80's (full)
d96fea886c36c16956153287a130af5d,Tyrone Wells,Metal & Wood,Check out
11c64e7f0836862fd8ac3334724d138e,Hello Seahorse!,La Flotadera,Csr esta contento
6d1a624887174802acced40c2cad4f2e,Radio Futura,El canto del gallo,ITUNES DOLORES
34c6637469beba5b283eae773a82db77,Bobby Freeman,Do you Want to Dance,Christine
82953de311fd3c15ace0ccb6c7079ba0,A Day To Remember,Life Lessons Learned The Hard Way,A Day To Remember – Common Courtesy
a902a85dfe3766fe98f405c5504c4fd3,The Clash,Armagideon Time - Live,talking clash
8d534bb9b880f7a41dcf499cc28720d0,Sex Pistols,God Save The Queen,Tim's Music
9b2160b17ca1f7e6fe6c495c484d30ae,Joe Meek & the Blue Men,The Dribcots Space Boat,Mojo Weirdest List
dd407f16c5b0880b738067a2b81ca739,Sarabeth Tucek,Wooden,SIBARITAS CÓSMICOS
67bb38768667210fe57b985c96f5fa4c,Tourist,Placid Acid,Chillwavvy
74b1ef49ffdfa9673ca6da21ea95049e,Massive Attack,Black Milk,Liked from Radio
